"","city_origin","city_destination","origin_lat","origin_long","destin_lat","destin_long"
"1","MORGANCITY","APALACHICOLA",29.6993748,-91.20677,29.7257675,-84.9832435
"2","MORGANCITY","APALACHICOLA",29.6993748,-91.20677,29.7257675,-84.9832435
"3","MORGANCITY","APALACHICOLA",29.6993748,-91.20677,29.7257675,-84.9832435
"4","PORTSAINTJOE","FORTWALTONBEACH",29.8118757,-85.302974,30.4200708,-86.6170308
"5","MORGANCITY","PORTSAINTJOE",29.6993748,-91.20677,29.8118757,-85.302974
"6","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"7","MOBILE","PORTSAINTJOE",37.0895474,-94.4741846,29.8118757,-85.302974
"8","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"9","PORTSAINTJOE","FORTWALTONBEACH",29.8118757,-85.302974,30.4200708,-86.6170308
"10","MORGANCITY","PORTSAINTJOE",29.6993748,-91.20677,29.8118757,-85.302974
"11","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"12","MOBILE","PORTSAINTJOE",37.0895474,-94.4741846,29.8118757,-85.302974
"13","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"14","PORTSAINTJOE","FORTWALTONBEACH",29.8118757,-85.302974,30.4200708,-86.6170308
"15","BILOXI","PORTSAINTJOE",30.3960318,-88.8853078,29.8118757,-85.302974
"16","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"17","MOBILE","PORTSAINTJOE",37.0895474,-94.4741846,29.8118757,-85.302974
"18","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"19","PORTSAINTJOE","FORTWALTONBEACH",29.8118757,-85.302974,30.4200708,-86.6170308
"20","BILOXI","PORTSAINTJOE",30.3960318,-88.8853078,29.8118757,-85.302974
"21","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"22","MOBILE","PORTSAINTJOE",37.0895474,-94.4741846,29.8118757,-85.302974
"23","FORTWALTONBEACH","SAINTMARKS",30.4200708,-86.6170308,38.406403,-96.1830516
"24","PANAMACITY","SAINTMARKS",30.1588129,-85.6602058,38.406403,-96.1830516
"25","PALACIOS","PORTARTHUR",28.7080461,-96.217467,29.8849504,-93.939947
"26","CORPUSCHRISTI","PALACIOS",27.8005828,-97.396381,28.7080461,-96.217467
"27","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"28","CORPUSCHRISTI","PALACIOS",27.8005828,-97.396381,28.7080461,-96.217467
"29","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"30","ROCKPORT","PORTARTHUR",36.6459506,-93.2641518,29.8849504,-93.939947
"31","CORPUSCHRISTI","ROCKPORT",27.8005828,-97.396381,36.6459506,-93.2641518
"32","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"33","CORPUSCHRISTI","ROCKPORT",27.8005828,-97.396381,36.6459506,-93.2641518
"34","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"35","ROCKPORT","PORTARTHUR",36.6459506,-93.2641518,29.8849504,-93.939947
"36","CORPUSCHRISTI","ROCKPORT",27.8005828,-97.396381,36.6459506,-93.2641518
"37","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"38","CORPUSCHRISTI","ROCKPORT",27.8005828,-97.396381,36.6459506,-93.2641518
"39","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"40","CORPUSCHRISTI","PORTARTHUR",27.8005828,-97.396381,29.8849504,-93.939947
"41","BROWNSVILLE","CORPUSCHRISTI",25.9017472,-97.4974838,27.8005828,-97.396381
"42","PORTARTHUR","MORGANCITY",29.8849504,-93.939947,29.6993748,-91.20677
"43","CORPUSCHRISTI","MATAGORDA",27.8005828,-97.396381,28.691133,-95.9682714
"44","BROWNSVILLE","CORPUSCHRISTI",25.9017472,-97.4974838,27.8005828,-97.396381
"45","MATAGORDA","GALVESTON",28.691133,-95.9682714,29.3013479,-94.7976958
"46","CORPUSCHRISTI","MATAGORDA",27.8005828,-97.396381,28.691133,-95.9682714
"47","BROWNSVILLE","CORPUSCHRISTI",25.9017472,-97.4974838,27.8005828,-97.396381
"48","MATAGORDA","GALVESTON",28.691133,-95.9682714,29.3013479,-94.7976958
"49","BROWNSVILLE","SABINERIVER",25.9017472,-97.4974838,30.5687276,-93.6625847
"50","BROWNSVILLE","PORTISABEL",25.9017472,-97.4974838,26.0734119,-97.2085844
"51","PORTISABEL","SABINERIVER",26.0734119,-97.2085844,30.5687276,-93.6625847
"52","BROWNSVILLE","PORTARANSAS",25.9017472,-97.4974838,27.8339158,-97.0610994
"53","BROWNSVILLE","PORTISABEL",25.9017472,-97.4974838,26.0734119,-97.2085844
"54","PORTISABEL","SABINERIVER",26.0734119,-97.2085844,30.5687276,-93.6625847
"55","BROWNSVILLE","PORTARANSAS",25.9017472,-97.4974838,27.8339158,-97.0610994
"56","BROWNSVILLE","PORTISABEL",25.9017472,-97.4974838,26.0734119,-97.2085844
"57","PORTISABEL","SABINERIVER",26.0734119,-97.2085844,30.5687276,-93.6625847
"58","BROWNSVILLE","PORTARANSAS",25.9017472,-97.4974838,27.8339158,-97.0610994
"59","BROWNSVILLE","PORTISABEL",25.9017472,-97.4974838,26.0734119,-97.2085844
"60","PORTISABEL","SABINERIVER",26.0734119,-97.2085844,30.5687276,-93.6625847
"61","BROWNSVILLE","PORTARANSAS",25.9017472,-97.4974838,27.8339158,-97.0610994
"62","BROWNSVILLE","PORTISABEL",25.9017472,-97.4974838,26.0734119,-97.2085844
"63","PORTISABEL","SABINERIVER",26.0734119,-97.2085844,30.5687276,-93.6625847
"64","BROWNSVILLE","PORTARANSAS",25.9017472,-97.4974838,27.8339158,-97.0610994
"65","PORTOCONNOR","MORGANCITY",28.4475898,-96.4053596,29.6993748,-91.20677
"66","SABINERIVER","MISSISSIPPIRIVER",30.5687276,-93.6625847,38.3349047,-92.2113914
"67","PORTOCONNOR","MORGANCITY",28.4475898,-96.4053596,29.6993748,-91.20677
"68","SABINERIVER","MISSISSIPPIRIVER",30.5687276,-93.6625847,38.3349047,-92.2113914
"69","PORTOCONNOR","MORGANCITY",28.4475898,-96.4053596,29.6993748,-91.20677
"70","SABINERIVER","MISSISSIPPIRIVER",30.5687276,-93.6625847,38.3349047,-92.2113914
"71","PORTOCONNOR","MORGANCITY",28.4475898,-96.4053596,29.6993748,-91.20677
"72","SABINERIVER","MISSISSIPPIRIVER",30.5687276,-93.6625847,38.3349047,-92.2113914
"73","PORTOCONNOR","MORGANCITY",28.4475898,-96.4053596,29.6993748,-91.20677
"74","GALVESTON","MISSISSIPPIRIVER",29.3013479,-94.7976958,38.3349047,-92.2113914
"75","PORTOCONNOR","MORGANCITY",28.4475898,-96.4053596,29.6993748,-91.20677
"76","GALVESTON","MORGANCITY",29.3013479,-94.7976958,29.6993748,-91.20677
"77","GALVESTON","MORGANCITY",29.3013479,-94.7976958,29.6993748,-91.20677
"78","MARATHON","VEROBEACH",24.726026,-81.0446262,27.6386434,-80.3972736
"79","MARATHON","VEROBEACH",24.726026,-81.0446262,27.6386434,-80.3972736
"80","MARATHON","VEROBEACH",24.726026,-81.0446262,27.6386434,-80.3972736
"81","MARATHON","VEROBEACH",24.726026,-81.0446262,27.6386434,-80.3972736
"82","DRYTORTUGAS","PALMBEACH",24.633333,-82.92,26.7056206,-80.0364297
"83","DRYTORTUGAS","PALMBEACH",24.633333,-82.92,26.7056206,-80.0364297
"84","DRYTORTUGAS","PALMBEACH",24.633333,-82.92,26.7056206,-80.0364297
"85","DRYTORTUGAS","PALMBEACH",24.633333,-82.92,26.7056206,-80.0364297
"86","BLOCKISLAND","CHATHAM",41.1616556,-71.5842643,36.8256943,-79.3980806
"87","BLOCKISLAND","CHATHAM",41.1616556,-71.5842643,36.8256943,-79.3980806
"88","BLOCKISLAND","CHATHAM",41.1616556,-71.5842643,36.8256943,-79.3980806
"89","SC/NCBORDER","NAGSHEAD",NA,NA,35.9573922,-75.6240619
"90","SC/NCBORDER","NAGSHEAD",NA,NA,35.9573922,-75.6240619
"91","SC/NCBORDER","NAGSHEAD",NA,NA,35.9573922,-75.6240619
"92","CAPEFEAR","CAPELOOKOUT",34.7256634,-78.4904278,45.3395467,-123.9929015
"93","SC/NCBORDER","NAGSHEAD",NA,NA,35.9573922,-75.6240619
"94","CAPEFEAR","CAPELOOKOUT",34.7256634,-78.4904278,45.3395467,-123.9929015
"95","SC/NCBORDER","CAPEMAY",NA,NA,38.9351125,-74.9060053
"96","CAPEFEAR","CAPELOOKOUT",34.7256634,-78.4904278,45.3395467,-123.9929015
"97","SC/NCBORDER","ROCKLAND",NA,NA,42.1306563,-70.9161551
"98","CAPEFEAR","CAPELOOKOUT",34.7256634,-78.4904278,45.3395467,-123.9929015
"99","CAPEFEAR","CAPEHATTERAS",34.7256634,-78.4904278,35.24804,-75.5393155
"100","SC/NCBORDER","CAPEFEAR",NA,NA,34.7256634,-78.4904278
"101","CAPEHATTERAS","ROCKLAND",35.24804,-75.5393155,42.1306563,-70.9161551
"102","CAPEFEAR","VIRGINIABEACH",34.7256634,-78.4904278,36.8529263,-75.977985
"103","VIRGINIABEACH","ROCKLAND",36.8529263,-75.977985,42.1306563,-70.9161551
"104","MANASQUANINLET","CAPEANN",40.1020598,-74.033192,42.648611,-70.5930556
"105","CAPEHATTERAS","PORTSMOUTH",35.24804,-75.5393155,41.6023245,-71.2503257
"106","CAPECOD","EASTPORT",41.6687897,-70.2962408,44.9061906,-66.9899785
"107","MANASQUANINLET","CAPEANN",40.1020598,-74.033192,42.648611,-70.5930556
"108","CAPEHATTERAS","PORTSMOUTH",35.24804,-75.5393155,41.6023245,-71.2503257
"109","CAPECOD","EASTPORT",41.6687897,-70.2962408,44.9061906,-66.9899785
"110","MANASQUANINLET","CAPEANN",40.1020598,-74.033192,42.648611,-70.5930556
"111","CAPECHARLES","PORTSMOUTH",37.267916,-76.0174336,41.6023245,-71.2503257
"112","PORTSMOUTH","EASTPORT",41.6023245,-71.2503257,44.9061906,-66.9899785
"113","CHINCOTEAGUE","PORTSMOUTH",37.933179,-75.3788086,41.6023245,-71.2503257
"114","PORTSMOUTH","EASTPORT",41.6023245,-71.2503257,44.9061906,-66.9899785
"115","BARNEGATLIGHT","BLOCKISLAND",39.7576202,-74.1062466,41.1616556,-71.5842643
"116","BLOCKISLAND","EASTPORT",41.1616556,-71.5842643,44.9061906,-66.9899785
"117","BLOCKISLAND","EASTPORT",41.1616556,-71.5842643,44.9061906,-66.9899785
"118","BROWNSVILLE","STATEPARKPADREISLAND",25.9017472,-97.4974838,27.6722157,-97.1828804
"119","BROWNSVILLE","STATEPARKPADREISLAND",25.9017472,-97.4974838,27.6722157,-97.1828804
"120","BROWNSVILLE","GALVESTON",25.9017472,-97.4974838,29.3013479,-94.7976958
"121","BROWNSVILLE","PORTMANSFIELD",25.9017472,-97.4974838,26.5547882,-97.4249807
"122","ROCKPORT","GRANDISLE",36.6459506,-93.2641518,29.2366172,-89.9872941
"123","BROWNSVILLE","PORTMANSFIELD",25.9017472,-97.4974838,26.5547882,-97.4249807
"124","CAMERON","MORGANCITY",34.6049663,-98.436244,29.6993748,-91.20677
"125","FREEPORT","CAMERON",26.5416093,-78.6455475,34.6049663,-98.436244
"126","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"127","PORTARTHUR","CAMERON",29.8849504,-93.939947,34.6049663,-98.436244
"128","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"129","CAMERON","MORGANCITY",34.6049663,-98.436244,29.6993748,-91.20677
"130","FREEPORT","CAMERON",26.5416093,-78.6455475,34.6049663,-98.436244
"131","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"132","PORTARTHUR","CAMERON",29.8849504,-93.939947,34.6049663,-98.436244
"133","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"134","CAMERON","MORGANCITY",34.6049663,-98.436244,29.6993748,-91.20677
"135","PORTARTHUR","CAMERON",29.8849504,-93.939947,34.6049663,-98.436244
"136","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"137","CAMERON","MORGANCITY",34.6049663,-98.436244,29.6993748,-91.20677
"138","PORTARTHUR","CAMERON",29.8849504,-93.939947,34.6049663,-98.436244
"139","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"140","CAMERON","MORGANCITY",34.6049663,-98.436244,29.6993748,-91.20677
"141","PORTARTHUR","CAMERON",29.8849504,-93.939947,34.6049663,-98.436244
"142","MORGANCITY","MISSISSIPPIRIVER",29.6993748,-91.20677,38.3349047,-92.2113914
"143","MORGANCITY","PENSACOLA",29.6993748,-91.20677,30.421309,-87.2169149
"144","PEARLRIVER","PENSACOLA",30.3760264,-89.7483972,30.421309,-87.2169149
"145","BROWNSVILLE","MATAGORDA",25.9017472,-97.4974838,28.691133,-95.9682714
"146","BROWNSVILLE","MATAGORDA",25.9017472,-97.4974838,28.691133,-95.9682714
"147","BROWNSVILLE","MATAGORDA",25.9017472,-97.4974838,28.691133,-95.9682714
"148","FREEPORT","PORTARTHUR",26.5416093,-78.6455475,29.8849504,-93.939947
"149","CORPUSCHRISTI","FREEPORT",27.8005828,-97.396381,26.5416093,-78.6455475
"150","PORTARTHUR","VERMILIONBAY",29.8849504,-93.939947,49.860599,-93.390113
"151","FREEPORT","PORTARTHUR",26.5416093,-78.6455475,29.8849504,-93.939947
"152","CORPUSCHRISTI","FREEPORT",27.8005828,-97.396381,26.5416093,-78.6455475
"153","PORTARTHUR","VERMILIONBAY",29.8849504,-93.939947,49.860599,-93.390113
"154","FREEPORT","PORTARTHUR",26.5416093,-78.6455475,29.8849504,-93.939947
"155","CORPUSCHRISTI","FREEPORT",27.8005828,-97.396381,26.5416093,-78.6455475
"156","PORTARTHUR","VERMILIONBAY",29.8849504,-93.939947,49.860599,-93.390113
"157","MATAGORDA","PORTARTHUR",28.691133,-95.9682714,29.8849504,-93.939947
"158","CORPUSCHRISTI","MATAGORDA",27.8005828,-97.396381,28.691133,-95.9682714
"159","PORTARTHUR","VERMILIONBAY",29.8849504,-93.939947,49.860599,-93.390113
"160","CORPUSCHRISTI","PORTARTHUR",27.8005828,-97.396381,29.8849504,-93.939947
"161","BAFFINBAY","GALVESTON",74.6932493,-68.4928019,29.3013479,-94.7976958
"162","BAFFINBAY","MATAGORDA",74.6932493,-68.4928019,28.691133,-95.9682714
"163","BAFFINBAY","MATAGORDA",74.6932493,-68.4928019,28.691133,-95.9682714
"164","BAFFINBAY","MATAGORDA",74.6932493,-68.4928019,28.691133,-95.9682714
"165","BAFFINBAY","MATAGORDA",74.6932493,-68.4928019,28.691133,-95.9682714
"166","SC/NCBORDER","NC/VABORDER",NA,NA,NA,NA
"167","SC/NCBORDER","NC/VABORDER",NA,NA,NA,NA
"168","CAPELOOKOUT","VIRGINIABEACH",45.3395467,-123.9929015,36.8529263,-75.977985
"169","SC/NCBORDER","CAPELOOKOUT",NA,NA,45.3395467,-123.9929015
"170","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"171","SC/NCBORDER","CAPELOOKOUT",NA,NA,45.3395467,-123.9929015
"172","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"173","WILMINGTON","VIRGINIABEACH",39.7390721,-75.5397878,36.8529263,-75.977985
"174","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"175","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"176","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"177","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"178","WILMINGTON","VIRGINIABEACH",39.7390721,-75.5397878,36.8529263,-75.977985
"179","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"180","VIRGINIABEACH","NORFOLK",36.8529263,-75.977985,36.8507689,-76.2858726
"181","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"182","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"183","WILMINGTON","VIRGINIABEACH",39.7390721,-75.5397878,36.8529263,-75.977985
"184","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"185","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"186","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"187","WILMINGTON","VIRGINIABEACH",39.7390721,-75.5397878,36.8529263,-75.977985
"188","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"189","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"190","WILMINGTON","VIRGINIABEACH",39.7390721,-75.5397878,36.8529263,-75.977985
"191","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"192","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"193","WILMINGTON","VIRGINIABEACH",39.7390721,-75.5397878,36.8529263,-75.977985
"194","SC/NCBORDER","WILMINGTON",NA,NA,39.7390721,-75.5397878
"195","VIRGINIABEACH","REHOBOTH",36.8529263,-75.977985,38.7209454,-75.0760137
"196","SC/NCBORDER","VIRGINIABEACH",NA,NA,36.8529263,-75.977985
"197","SC/NCBORDER","VIRGINIABEACH",NA,NA,36.8529263,-75.977985
"198","SC/NCBORDER","VIRGINIABEACH",NA,NA,36.8529263,-75.977985
"199","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"200","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"201","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"202","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"203","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"204","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"205","PENSACOLA","CEDARKEY",30.421309,-87.2169149,29.1385785,-83.0351212
"206","CLEARWATERBEACH","FORTMYERSBEACH",27.9775301,-82.8270846,26.4520248,-81.948145
"207","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"208","PANAMACITY","SAINTMARKS",30.1588129,-85.6602058,38.406403,-96.1830516
"209","PENSACOLA","PANAMACITY",30.421309,-87.2169149,30.1588129,-85.6602058
"210","SAINTMARKS","CEDARKEY",38.406403,-96.1830516,29.1385785,-83.0351212
"211","PENSACOLA","PANAMACITY",30.421309,-87.2169149,30.1588129,-85.6602058
"212","SAINTMARKS","CEDARKEY",38.406403,-96.1830516,29.1385785,-83.0351212
"213","CLEARWATERBEACH","FORTMYERSBEACH",27.9775301,-82.8270846,26.4520248,-81.948145
"214","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"215","PANAMACITY","SAINTMARKS",30.1588129,-85.6602058,38.406403,-96.1830516
"216","PENSACOLA","PANAMACITY",30.421309,-87.2169149,30.1588129,-85.6602058
"217","SAINTMARKS","CEDARKEY",38.406403,-96.1830516,29.1385785,-83.0351212
"218","PENSACOLA","PANAMACITY",30.421309,-87.2169149,30.1588129,-85.6602058
"219","SAINTMARKS","CEDARKEY",38.406403,-96.1830516,29.1385785,-83.0351212
"220","CLEARWATERBEACH","FORTMYERSBEACH",27.9775301,-82.8270846,26.4520248,-81.948145
"221","DRYTORTUGAS","KEYWEST",24.633333,-82.92,24.5550593,-81.7799871
"222","PANAMACITY","SAINTMARKS",30.1588129,-85.6602058,38.406403,-96.1830516
"223","PENSACOLA","PANAMACITY",30.421309,-87.2169149,30.1588129,-85.6602058
"224","SAINTMARKS","CEDARKEY",38.406403,-96.1830516,29.1385785,-83.0351212
"225","CLEARWATERBEACH","FORTMYERSBEACH",27.9775301,-82.8270846,26.4520248,-81.948145
"226","PANAMACITY","SAINTMARKS",30.1588129,-85.6602058,38.406403,-96.1830516
"227","PENSACOLA","PANAMACITY",30.421309,-87.2169149,30.1588129,-85.6602058
"228","SAINTMARKS","CEDARKEY",38.406403,-96.1830516,29.1385785,-83.0351212
"229","CLEARWATERBEACH","FORTMYERSBEACH",27.9775301,-82.8270846,26.4520248,-81.948145
"230","PANAMACITY","SAINTMARKS",30.1588129,-85.6602058,38.406403,-96.1830516
"231","SAVANNAH","BLOCKISLAND",32.0835407,-81.0998342,41.1616556,-71.5842643
"232","VIRGINIABEACH","BLOCKISLAND",36.8529263,-75.977985,41.1616556,-71.5842643
"233","VIRGINIABEACH","BLOCKISLAND",36.8529263,-75.977985,41.1616556,-71.5842643
"234","VIRGINIABEACH","BLOCKISLAND",36.8529263,-75.977985,41.1616556,-71.5842643
"235","CAPEMAY","EASTPORT",38.9351125,-74.9060053,44.9061906,-66.9899785
"236","CAPEMAY","EASTPORT",38.9351125,-74.9060053,44.9061906,-66.9899785
"237","OREGONINLET","CHINCOTEAGUE",35.7791692,-75.5320371,37.933179,-75.3788086
"238","CHINCOTEAGUE","CAPEMAY",37.933179,-75.3788086,38.9351125,-74.9060053
"239","CAPELOOKOUT","OREGONINLET",45.3395467,-123.9929015,35.7791692,-75.5320371
"240","OREGONINLET","CHINCOTEAGUE",35.7791692,-75.5320371,37.933179,-75.3788086
"241","CHINCOTEAGUE","CAPEMAY",37.933179,-75.3788086,38.9351125,-74.9060053
"242","CAPELOOKOUT","OREGONINLET",45.3395467,-123.9929015,35.7791692,-75.5320371
"243","CAPELOOKOUT","CAPEMAY",45.3395467,-123.9929015,38.9351125,-74.9060053
"244","CAPELOOKOUT","CAPEMAY",45.3395467,-123.9929015,38.9351125,-74.9060053
"245","LAKECHARLES","MISSISSIPPIRIVER",30.2265949,-93.2173758,38.3349047,-92.2113914
"246","LAKECHARLES","MISSISSIPPIRIVER",30.2265949,-93.2173758,38.3349047,-92.2113914
"247","PALACIOS","MISSISSIPPIRIVER",28.7080461,-96.217467,38.3349047,-92.2113914
"248","PALACIOS","MISSISSIPPIRIVER",28.7080461,-96.217467,38.3349047,-92.2113914
"249","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"250","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"251","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"252","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"253","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"254","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"255","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"256","PALACIOS","MORGANCITY",28.7080461,-96.217467,29.6993748,-91.20677
"257","PALACIOS","PORTARTHUR",28.7080461,-96.217467,29.8849504,-93.939947
"258","PALACIOS","PORTARTHUR",28.7080461,-96.217467,29.8849504,-93.939947
"259","PALACIOS","PORTARTHUR",28.7080461,-96.217467,29.8849504,-93.939947
"260","BAFFINBAY","PORTARTHUR",74.6932493,-68.4928019,29.8849504,-93.939947
"261","BAFFINBAY","PORTARTHUR",74.6932493,-68.4928019,29.8849504,-93.939947
"262","BAFFINBAY","PORTARTHUR",74.6932493,-68.4928019,29.8849504,-93.939947
"263","BAFFINBAY","PORTARTHUR",74.6932493,-68.4928019,29.8849504,-93.939947
"264","PALACIOS","PORTARTHUR",28.7080461,-96.217467,29.8849504,-93.939947
"265","KEYLARGO","FORTLAUDERDALE",25.0865151,-80.4472802,26.1224386,-80.1373174
"266","KEYLARGO","FORTLAUDERDALE",25.0865151,-80.4472802,26.1224386,-80.1373174
"267","KEYLARGO","FORTLAUDERDALE",25.0865151,-80.4472802,26.1224386,-80.1373174
"268","CAPEHATTERAS","MANASQUANINLET",35.24804,-75.5393155,40.1020598,-74.033192
"269","CAPEHATTERAS","MERRIMACKRIVER",35.24804,-75.5393155,43.0300652,-71.2158794
"270","CAPEHATTERAS","MERRIMACKRIVER",35.24804,-75.5393155,43.0300652,-71.2158794
"271","CAPEHATTERAS","MERRIMACKRIVER",35.24804,-75.5393155,43.0300652,-71.2158794
"272","GRANDISLE","CEDARKEY",29.2366172,-89.9872941,29.1385785,-83.0351212
"273","GRANDISLE","CEDARKEY",29.2366172,-89.9872941,29.1385785,-83.0351212
"274","GRANDISLE","CEDARKEY",29.2366172,-89.9872941,29.1385785,-83.0351212
"275","GRANDISLE","MOBILE",29.2366172,-89.9872941,37.0895474,-94.4741846
"276","MORGANCITY","GRANDISLE",29.6993748,-91.20677,29.2366172,-89.9872941
"277","MOBILE","CEDARKEY",37.0895474,-94.4741846,29.1385785,-83.0351212
"278","MORGANCITY","GRANDISLE",29.6993748,-91.20677,29.2366172,-89.9872941
"279","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"280","GRANDISLE","MOBILE",29.2366172,-89.9872941,37.0895474,-94.4741846
"281","MORGANCITY","GRANDISLE",29.6993748,-91.20677,29.2366172,-89.9872941
"282","MOBILE","CEDARKEY",37.0895474,-94.4741846,29.1385785,-83.0351212
"283","MORGANCITY","GRANDISLE",29.6993748,-91.20677,29.2366172,-89.9872941
"284","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"285","MORGANCITY","MOBILE",29.6993748,-91.20677,37.0895474,-94.4741846
"286","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"287","VERMILIONBAY","MORGANCITY",49.860599,-93.390113,29.6993748,-91.20677
"288","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"289","MORGANCITY","MOBILE",29.6993748,-91.20677,37.0895474,-94.4741846
"290","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"291","VERMILIONBAY","MORGANCITY",49.860599,-93.390113,29.6993748,-91.20677
"292","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"293","MORGANCITY","MOBILE",29.6993748,-91.20677,37.0895474,-94.4741846
"294","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"295","VERMILIONBAY","MORGANCITY",49.860599,-93.390113,29.6993748,-91.20677
"296","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"297","MORGANCITY","MOBILE",29.6993748,-91.20677,37.0895474,-94.4741846
"298","VERMILIONBAY","MORGANCITY",49.860599,-93.390113,29.6993748,-91.20677
"299","MOBILE","PANAMACITY",37.0895474,-94.4741846,30.1588129,-85.6602058
"300","VERMILIONBAY","MISSISSIPPIRIVER",49.860599,-93.390113,38.3349047,-92.2113914
"301","CAMERON","VERMILIONBAY",34.6049663,-98.436244,49.860599,-93.390113
"302","CAMERON","VERMILIONBAY",34.6049663,-98.436244,49.860599,-93.390113
"303","MISSISSIPPIRIVER","PASCAGOULA",38.3349047,-92.2113914,30.3657552,-88.5561272
"304","VERMILIONBAY","MISSISSIPPIRIVER",49.860599,-93.390113,38.3349047,-92.2113914
"305","CAMERON","VERMILIONBAY",34.6049663,-98.436244,49.860599,-93.390113
"306","CAMERON","VERMILIONBAY",34.6049663,-98.436244,49.860599,-93.390113
